ore_name	reg_name	damage	display_name
dustTinyTantalum	gregtech:gt.metaitem.01	80	Tiny Pile of Tantalum Dust
dustTinyTantalumCarbide	miscutils:itemDustTinyTantalumCarbide	0	Tiny Pile of Tantalum Carbide Dust
dustTinyTantalumCarbide/HafniumCarbideMixture	bartworks:gt.bwMetaGenerateddustTiny	11502	Tiny Pile of Tantalum Carbide / Hafnium Carbide Mixture Dust
dustTinyTantalumHafniumCarbide	bartworks:gt.bwMetaGenerateddustTiny	11503	Tiny Pile of Tantalum Hafnium Carbide Dust
dustTinyTanzanite	gregtech:gt.metaitem.01	508	Tiny Pile of Tanzanite Dust
dustTinyTartarite	gregtech:gt.metaitem.01	956	Tiny Pile of Tartarite Dust
dustTinyTechnetiumHexafluoride	miscutils:itemDustTinyTechnetiumHexafluoride	0	Tiny Pile of Technetium Hexafluoride Dust
dustTinyTellurium	gregtech:gt.metaitem.01	59	Tiny Pile of Tellurium Dust
dustTinyTellurium(IV)Oxide	bartworks:gt.bwMetaGenerateddustTiny	11304	Tiny Pile of Tellurium (IV) Oxide Dust
dustTinyTellurium-Molybdenum-OxideCatalyst	bartworks:gt.bwMetaGenerateddustTiny	11303	Tiny Pile of Tellurium-Molybdenum-Oxide Catalyst Dust
dustTinyTemagamite	bartworks:gt.bwMetaGenerateddustTiny	94	Tiny Pile of Temagamite Dust
dustTinyTengamAttuned	gregtech:gt.metaitem.01	112	Tiny Pile of Attuned Tengam Dust
dustTinyTengamPurified	gregtech:gt.metaitem.01	111	Tiny Pile of Purified Tengam Dust
dustTinyTengamRaw	gregtech:gt.metaitem.01	110	Tiny Pile of Raw Tengam Dust
dustTinyTerbium	gregtech:gt.metaitem.01	72	Tiny Pile of Terbium Dust
dustTinyTerbiumNitrate	bartworks:gt.bwMetaGenerateddustTiny	11127	Tiny Pile of Terbium Nitrate Dust
dustTinyTerbiumOreConcentrate	bartworks:gt.bwMetaGenerateddustTiny	11453	Tiny Pile of Terbium Ore Concentrate Dust
dustTinyTerephthaloylChloride	gregtech:gt.metaitem.01	782	Tiny Pile of Terephthaloyl Chloride Dust
dustTinyTerlinguaite	bartworks:gt.bwMetaGenerateddustTiny	95	Tiny Pile of Terlinguaite Dust
dustTinyTerrasteel	gregtech:gt.metaitem.01	202	Tiny Pile of Terrasteel Dust
dustTinyTetrahedrite	gregtech:gt.metaitem.01	840	Tiny Pile of Tetrahedrite Dust
dustTinyTetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid	gregtech:gt.metaitem.01	991	Tiny Pile of Superconductor Base LuV Dust
dustTinyTetranaquadahdiindiumhexaplatiumosminid	gregtech:gt.metaitem.01	992	Tiny Pile of Superconductor Base ZPM Dust
dustTinyThallium	miscutils:itemDustTinyThallium	0	Tiny Pile of Thallium Dust
dustTinyThaumium	gregtech:gt.metaitem.01	330	Tiny Pile of Thaumium Dust
dustTinyThorianite	bartworks:gt.bwMetaGenerateddustTiny	18	Tiny Pile of Thorianite Dust
dustTinyThorium	gregtech:gt.metaitem.01	96	Tiny Pile of Thorium Dust
dustTinyThorium-PhosphateCake	bartworks:gt.bwMetaGenerateddustTiny	11037	Tiny Pile of Thorium-Phosphate Cake Dust
dustTinyThorium-PhosphateConcentrate	bartworks:gt.bwMetaGenerateddustTiny	11038	Tiny Pile of Thorium-Phosphate Concentrate Dust
dustTinyThorium232	bartworks:gt.bwMetaGenerateddustTiny	30	Tiny Pile of Thorium 232 Dust
dustTinyThorium234	bartworks:gt.bwMetaGenerateddustTiny	11352	Tiny Pile of Thorium 234 Dust
dustTinyThoriumHexafluoride	miscutils:itemDustTinyThoriumHexafluoride	0	Tiny Pile of Thorium Hexafluoride Dust
dustTinyThoriumHydroxide	bartworks:gt.bwMetaGenerateddustTiny	10017	Tiny Pile of Thorium Hydroxide Dust
dustTinyThoriumOxalate	bartworks:gt.bwMetaGenerateddustTiny	10016	Tiny Pile of Thorium Oxalate Dust
dustTinyThoriumTetrafluoride	miscutils:itemDustTinyThoriumTetrafluoride	0	Tiny Pile of Thorium Tetrafluoride Dust
dustTinyThulium	gregtech:gt.metaitem.01	76	Tiny Pile of Thulium Dust
dustTinyThuliumOreConcentrate	bartworks:gt.bwMetaGenerateddustTiny	11457	Tiny Pile of Thulium Ore Concentrate Dust
dustTinyTiberium	bartworks:gt.bwMetaGenerateddustTiny	89	Tiny Pile of Tiberium Dust
dustTinyTin	IC2:itemDustSmall	3	Tiny Pile of Tin Dust
dustTinyTin	gregtech:gt.metaitem.01	57	Tiny Pile of Tin Dust
dustTinyTinAlloy	gregtech:gt.metaitem.01	363	Tiny Pile of Tin Alloy Dust
dustTinyTitanite	miscutils:itemDustTinyTitanite	0	Tiny Pile of Titanite Dust
dustTinyTitanium	gregtech:gt.metaitem.01	28	Tiny Pile of Titanium Dust
dustTinyTitaniumTrifluoride	bartworks:gt.bwMetaGenerateddustTiny	10055	Tiny Pile of Titanium Trifluoride Dust
dustTinyTitaniumonabariumdecacoppereikosaoxid	gregtech:gt.metaitem.01	988	Tiny Pile of Superconductor Base HV Dust
dustTinyTitansteel	miscutils:itemDustTinyTitansteel	0	Tiny Pile of Titansteel Dust
dustTinyTopaz	gregtech:gt.metaitem.01	507	Tiny Pile of Topaz Dust
dustTinyTranscendentMetal	gregtech:gt.metaitem.01	581	Tiny Pile of Transcendent Metal Dust
dustTinyTricalciumPhosphate	gregtech:gt.metaitem.01	534	Tiny Pile of Tricalcium Phosphate Dust
dustTinyTrinium	gregtech:gt.metaitem.01	868	Tiny Pile of Trinium Dust
dustTinyTriniumNaquadahAlloy	miscutils:itemDustTinyTriniumNaquadahAlloy	0	Tiny Pile of Trinium Naquadah Alloy Dust
dustTinyTriniumNaquadahCarbonite	miscutils:itemDustTinyTriniumNaquadahCarbonite	0	Tiny Pile of Trinium Naquadah Carbonite Dust
dustTinyTriniumSulphate	bartworks:gt.bwMetaGenerateddustTiny	10068	Tiny Pile of Trinium Sulphate Dust
dustTinyTriniumTitaniumAlloy	miscutils:itemDustTinyTriniumTitaniumAlloy	0	Tiny Pile of Trinium Titanium Alloy Dust
dustTinyTriphenylphosphene	gregtech:gt.metaitem.01	753	Tiny Pile of Triphenylphosphine Dust
dustTinyTritanium	gregtech:gt.metaitem.01	329	Tiny Pile of Tritanium Dust
dustTinyTrona	gregtech:gt.metaitem.01	903	Tiny Pile of Trona Dust
dustTinyTumbaga	miscutils:itemDustTinyTumbaga	0	Tiny Pile of Tumbaga Dust
dustTinyTungstate	gregtech:gt.metaitem.01	841	Tiny Pile of Tungstate Dust
dustTinyTungsten	gregtech:gt.metaitem.01	81	Tiny Pile of Tungsten Dust
dustTinyTungstenCarbide	gregtech:gt.metaitem.01	370	Tiny Pile of Tungstencarbide Dust
dustTinyTungstenSteel	gregtech:gt.metaitem.01	316	Tiny Pile of Tungstensteel Dust
dustTinyTungstenTitaniumCarbide	miscutils:itemDustTinyTungstenTitaniumCarbide	0	Tiny Pile of Tungsten Titanium Carbide Dust
dustTinyTungstenTrioxide	bartworks:gt.bwMetaGenerateddustTiny	29901	Tiny Pile of Tungsten Trioxide Dust
dustTinyTungsticAcid	bartworks:gt.bwMetaGenerateddustTiny	29900	Tiny Pile of Tungstic Acid Dust
dustTinyUN18Fertiliser	miscutils:itemDustTinyUN18Fertiliser	0	Tiny Pile of UN-18 Fertiliser Dust
dustTinyUN32Fertiliser	miscutils:itemDustTinyUN32Fertiliser	0	Tiny Pile of UN-32 Fertiliser Dust
dustTinyUltimet	gregtech:gt.metaitem.01	344	Tiny Pile of Ultimet Dust
dustTinyUniversium	gregtech:gt.metaitem.01	139	Tiny Pile of Universium Dust
dustTinyUnknownBlend	bartworks:gt.bwMetaGenerateddustTiny	11049	Tiny Pile of Unknown Blend Dust
dustTinyUnstable	gregtech:gt.metaitem.01	396	Tiny Pile of Unstable Dust
dustTinyUraninite	gregtech:gt.metaitem.01	922	Tiny Pile of Uraninite Dust
dustTinyUranium	gregtech:gt.metaitem.01	98	Tiny Pile of Uranium 238 Dust
dustTinyUranium232	miscutils:itemDustTinyUranium232	0	Tiny Pile of Uranium 232 Dust
dustTinyUranium233	miscutils:itemDustTinyUranium233	0	Tiny Pile of Uranium 233 Dust
dustTinyUranium235	gregtech:gt.metaitem.01	97	Tiny Pile of Uranium 235 Dust
dustTinyUraniumCarbide-ThoriumMixture	bartworks:gt.bwMetaGenerateddustTiny	10005	Tiny Pile of Uranium Carbide-Thorium Mixture Dust
dustTinyUraniumFiltrate	bartworks:gt.bwMetaGenerateddustTiny	11039	Tiny Pile of Uranium Filtrate Dust
dustTinyUraniumHexafluoride	miscutils:itemDustTinyUraniumHexafluoride	0	Tiny Pile of Uranium Hexafluoride Dust
dustTinyUraniumTetrafluoride	miscutils:itemDustTinyUraniumTetrafluoride	0	Tiny Pile of Uranium Tetrafluoride Dust
dustTinyUraniumtriplatinid	gregtech:gt.metaitem.01	989	Tiny Pile of Superconductor Base EV Dust
dustTinyUvarovite	gregtech:gt.metaitem.01	842	Tiny Pile of Uvarovite Dust
dustTinyVanadio-Oxy-Dravite	bartworks:gt.bwMetaGenerateddustTiny	8	Tiny Pile of Vanadio-Oxy-Dravite Dust
dustTinyVanadium	gregtech:gt.metaitem.01	29	Tiny Pile of Vanadium Dust
dustTinyVanadiumGallium	gregtech:gt.metaitem.01	357	Tiny Pile of Vanadium-Gallium Dust
dustTinyVanadiumMagnetite	gregtech:gt.metaitem.01	923	Tiny Pile of Vanadium Magnetite Dust
dustTinyVanadiumPentoxide	bartworks:gt.bwMetaGenerateddustTiny	10014	Tiny Pile of Vanadium Pentoxide Dust
dustTinyVanadiumSteel	gregtech:gt.metaitem.01	371	Tiny Pile of Vanadiumsteel Dust
dustTinyVanadiumtriindinid	gregtech:gt.metaitem.01	990	Tiny Pile of Superconductor Base IV Dust
dustTinyVermiculite	gregtech:gt.metaitem.01	932	Tiny Pile of Vermiculite
dustTinyVibrantAlloy	gregtech:gt.metaitem.01	367	Tiny Pile of Vibrant Alloy Dust
dustTinyVinteum	gregtech:gt.metaitem.01	529	Tiny Pile of Vinteum Dust
dustTinyVividAlloy	gregtech:gt.metaitem.01	408	Tiny Pile of Vivid Alloy Dust
dustTinyVoid	gregtech:gt.metaitem.01	970	Tiny Pile of Void Dust
dustTinyVolcanicAsh	gregtech:gt.metaitem.01	940	Tiny Pile of Volcanic Ashes
dustTinyVulcanite	gregtech:gt.metaitem.01	489	Tiny Pile of Vulcanite Dust
dustTinyVyroxeres	gregtech:gt.metaitem.01	951	Tiny Pile of Vyroxeres Dust
dustTinyWatertightSteel	miscutils:itemDustTinyWatertightSteel	0	Tiny Pile of Watertight Steel Dust
dustTinyWetRareEarthOxides	bartworks:gt.bwMetaGenerateddustTiny	11111	Tiny Pile of Wet Rare Earth Oxides Dust
dustTinyWheat	gregtech:gt.metaitem.01	881	Tiny Pile of Flour
dustTinyWhiteDwarfMatter	gregtech:gt.metaitem.01	585	Tiny Pile of White Dwarf Matter Dust
dustTinyWhiteMetal	miscutils:itemDustTinyWhiteMetal	0	Tiny Pile of White Metal Dust
dustTinyWittichenite	bartworks:gt.bwMetaGenerateddustTiny	15	Tiny Pile of Wittichenite Dust
dustTinyWollastonite	gregtech:gt.metaitem.01	915	Tiny Pile of Wollastonite Dust
dustTinyWood	gregtech:gt.metaitem.01	809	Tiny Pile of Wood Pulp
dustTinyWood'sGlass	miscutils:itemDustTinyWood'sGlass	0	Tiny Pile of Wood's Glass Dust
dustTinyWoodSealed	gregtech:gt.metaitem.01	889	Tiny Pile of Sealed Wood Pulp
dustTinyWroughtIron	gregtech:gt.metaitem.01	304	Tiny Pile of Wrought Iron Dust
dustTinyWulfenite	gregtech:gt.metaitem.01	882	Tiny Pile of Wulfenite Dust
dustTinyXenotime	miscutils:itemDustTinyXenotime	0	Tiny Pile of Xenotime Dust
dustTinyYellowLimonite	gregtech:gt.metaitem.01	931	Tiny Pile of Yellow Limonite Dust
dustTinyYtterbium	gregtech:gt.metaitem.01	77	Tiny Pile of Ytterbium Dust
dustTinyYtterbiumOreConcentrate	bartworks:gt.bwMetaGenerateddustTiny	11458	Tiny Pile of Ytterbium Ore Concentrate Dust
dustTinyYttriaite	miscutils:itemDustTinyYttriaite	0	Tiny Pile of Yttriaite Dust
dustTinyYttrialite	miscutils:itemDustTinyYttrialite	0	Tiny Pile of Yttrialite Dust
dustTinyYttrium	gregtech:gt.metaitem.01	45	Tiny Pile of Yttrium Dust
dustTinyYttriumBariumCuprate	gregtech:gt.metaitem.01	358	Tiny Pile of Yttrium Barium Cuprate Dust
dustTinyYttriumOxide	bartworks:gt.bwMetaGenerateddustTiny	6	Tiny Pile of Yttrium Oxide Dust
dustTinyYttrocerite	miscutils:itemDustTinyYttrocerite	0	Tiny Pile of Yttrocerite Dust
dustTinyZeolite	gregtech:gt.metaitem.01	916	Tiny Pile of Zeolite Dust
dustTinyZeron100	miscutils:itemDustTinyZeron100	0	Tiny Pile of Zeron-100 Dust
dustTinyZimbabweite	miscutils:itemDustTinyZimbabweite	0	Tiny Pile of Zimbabweite Dust
dustTinyZinc	gregtech:gt.metaitem.01	36	Tiny Pile of Zinc Dust
dustTinyZincChloride	bartworks:gt.bwMetaGenerateddustTiny	10052	Tiny Pile of Zinc Chloride Dust
dustTinyZincSulfate	bartworks:gt.bwMetaGenerateddustTiny	84	Tiny Pile of Zinc Sulfate Dust
dustTinyZincite	gregtech:gt.metaitem.01	617	Tiny Pile of Zincite Dust
dustTinyZircaloy-2	bartworks:gt.bwMetaGenerateddustTiny	10083	Tiny Pile of Zircaloy-2 Dust
dustTinyZircaloy-4	bartworks:gt.bwMetaGenerateddustTiny	10082	Tiny Pile of Zircaloy-4 Dust
dustTinyZircon	miscutils:itemDustTinyZircon	0	Tiny Pile of Zircon Dust
dustTinyZirconia	bartworks:gt.bwMetaGenerateddustTiny	11008	Tiny Pile of Zirconia Dust
dustTinyZirconium	bartworks:gt.bwMetaGenerateddustTiny	3	Tiny Pile of Zirconium Dust
dustTinyZirconium	bartworks:gt.bwMetaGenerateddustTiny	11007	Tiny Pile of Zirconium Dust
dustTinyZirconiumCarbide	miscutils:itemDustTinyZirconiumCarbide	0	Tiny Pile of Zirconium Carbide Dust
dustTinyZirconiumTetrachloride	bartworks:gt.bwMetaGenerateddustTiny	11009	Tiny Pile of Zirconium Tetrachloride Dust
dustTinyZirconiumTetrafluoride	miscutils:itemDustTinyZirconiumTetrafluoride	0	Tiny Pile of Zirconium Tetrafluoride Dust
dustTinyZirconolite	miscutils:itemDustTinyZirconolite	0	Tiny Pile of Zirconolite Dust
dustTinyZircophyllite	miscutils:itemDustTinyZircophyllite	0	Tiny Pile of Zircophyllite Dust
dustTinyZirkelite	miscutils:itemDustTinyZirkelite	0	Tiny Pile of Zirkelite Dust
dustTinyZn-ThAlloy	bartworks:gt.bwMetaGenerateddustTiny	10053	Tiny Pile of Zn-Th Alloy Dust
dustTinyZrCl4	miscutils:itemDustTinyZrCl4	0	Tiny Pile of ZrCl4 Dust
dustTinycarbonactivateddirty	gregtech:gt.metaitem.01	565	Tiny Pile of Dirty Activated Carbon Dust
dustTinypPhenylenediamine	gregtech:gt.metaitem.01	779	Tiny Pile of para-Phenylenediamine Dust
dustTinyprismaticnaquadah	gregtech:gt.metaitem.01	163	Tiny Pile of Prismatic Naquadah Dust
dustTitan	dreamcraft:item.TitanStoneDust	0	Titan Stone Dust
dustTitanStone	dreamcraft:item.TitanStoneDust	0	Titan Stone Dust
dustTitanite	miscutils:itemDustTitanite	0	Titanite Dust
dustTitanium	gregtech:gt.metaitem.01	2028	Titanium Dust
dustTitaniumTrifluoride	bartworks:gt.bwMetaGenerateddust	10055	Titanium Trifluoride Dust
dustTitaniumonabariumdecacoppereikosaoxid	gregtech:gt.metaitem.01	2988	Superconductor Base HV Dust
dustTitansteel	miscutils:itemDustTitansteel	0	Titansteel Dust
dustTopaz	gregtech:gt.metaitem.01	2507	Topaz Dust
dustTranscendentMetal	gregtech:gt.metaitem.01	2581	Transcendent Metal Dust
dustTricalciumPhosphate	gregtech:gt.metaitem.01	2534	Tricalcium Phosphate Dust
dustTrinium	gregtech:gt.metaitem.01	2868	Trinium Dust
dustTriniumNaquadahAlloy	miscutils:itemDustTriniumNaquadahAlloy	0	Trinium Naquadah Alloy Dust
dustTriniumNaquadahCarbonite	miscutils:itemDustTriniumNaquadahCarbonite	0	Trinium Naquadah Carbonite Dust
dustTriniumSulphate	bartworks:gt.bwMetaGenerateddust	10068	Trinium Sulphate Dust
dustTriniumTitaniumAlloy	miscutils:itemDustTriniumTitaniumAlloy	0	Trinium Titanium Alloy Dust
dustTriphenylphosphene	gregtech:gt.metaitem.01	2753	Triphenylphosphine Dust
dustTritanium	gregtech:gt.metaitem.01	2329	Tritanium Dust
dustTriton	dreamcraft:item.TritonStoneDust	0	Triton Stone Dust
dustTritonStone	dreamcraft:item.TritonStoneDust	0	Triton Stone Dust
dustTrona	gregtech:gt.metaitem.01	2903	Trona Dust
dustTumbaga	miscutils:itemDustTumbaga	0	Tumbaga Dust
dustTungstate	gregtech:gt.metaitem.01	2841	Tungstate Dust
dustTungsten	gregtech:gt.metaitem.01	2081	Tungsten Dust
dustTungstenCarbide	gregtech:gt.metaitem.01	2370	Tungstencarbide Dust
dustTungstenSteel	gregtech:gt.metaitem.01	2316	Tungstensteel Dust
dustTungstenTitaniumCarbide	miscutils:itemDustTungstenTitaniumCarbide	0	Tungsten Titanium Carbide Dust
dustTungstenTrioxide	bartworks:gt.bwMetaGenerateddust	29901	Tungsten Trioxide Dust
dustTungsticAcid	bartworks:gt.bwMetaGenerateddust	29900	Tungstic Acid Dust
dustUN18Fertiliser	miscutils:itemDustUN18Fertiliser	0	UN-18 Fertiliser Dust
dustUN32Fertiliser	miscutils:itemDustUN32Fertiliser	0	UN-32 Fertiliser Dust
dustUltimet	gregtech:gt.metaitem.01	2344	Ultimet Dust
dustUniversium	gregtech:gt.metaitem.01	2139	Universium Dust
dustUnknownBlend	bartworks:gt.bwMetaGenerateddust	11049	Unknown Blend Dust
dustUnstable	gregtech:gt.metaitem.01	2396	Unstable Dust
dustUraninite	gregtech:gt.metaitem.01	2922	Uraninite Dust
dustUranium	gregtech:gt.metaitem.01	2098	Uranium 238 Dust
dustUranium232	miscutils:itemDustUranium232	0	Uranium 232 Dust
dustUranium233	miscutils:itemDustUranium233	0	Uranium 233 Dust
dustUranium235	gregtech:gt.metaitem.01	2097	Uranium 235 Dust
dustUraniumCarbide-ThoriumMixture	bartworks:gt.bwMetaGenerateddust	10005	Uranium Carbide-Thorium Mixture Dust
dustUraniumFiltrate	bartworks:gt.bwMetaGenerateddust	11039	Uranium Filtrate Dust
dustUraniumHexafluoride	miscutils:itemDustUraniumHexafluoride	0	Uranium Hexafluoride Dust
dustUraniumTetrafluoride	miscutils:itemDustUraniumTetrafluoride	0	Uranium Tetrafluoride Dust
dustUraniumtriplatinid	gregtech:gt.metaitem.01	2989	Superconductor Base EV Dust
dustUvarovite	gregtech:gt.metaitem.01	2842	Uvarovite Dust
dustVanadio-Oxy-Dravite	bartworks:gt.bwMetaGenerateddust	8	Vanadio-Oxy-Dravite Dust
dustVanadium	gregtech:gt.metaitem.01	2029	Vanadium Dust
dustVanadiumGallium	gregtech:gt.metaitem.01	2357	Vanadium-Gallium Dust
dustVanadiumMagnetite	gregtech:gt.metaitem.01	2923	Vanadium Magnetite Dust
dustVanadiumPentoxide	bartworks:gt.bwMetaGenerateddust	10014	Vanadium Pentoxide Dust
dustVanadiumSteel	gregtech:gt.metaitem.01	2371	Vanadiumsteel Dust
dustVanadiumtriindinid	gregtech:gt.metaitem.01	2990	Superconductor Base IV Dust
dustVegaB	dreamcraft:item.VegaBStoneDust	0	Vega B Stone Dust
dustVegaBStone	dreamcraft:item.VegaBStoneDust	0	Vega B Stone Dust
dustVenus	dreamcraft:item.VenusStoneDust	0	Venus Stone Dust
dustVenusStone	dreamcraft:item.VenusStoneDust	0	Venus Stone Dust
dustVermiculite	gregtech:gt.metaitem.01	2932	Vermiculite
dustVibrantAlloy	gregtech:gt.metaitem.01	2367	Vibrant Alloy Dust
dustVinteum	gregtech:gt.metaitem.01	2529	Vinteum Dust
dustVividAlloy	gregtech:gt.metaitem.01	2408	Vivid Alloy Dust
dustVoid	gregtech:gt.metaitem.01	2970	Void Dust
dustVolcanicAsh	gregtech:gt.metaitem.01	2940	Volcanic Ashes
dustVulcanite	gregtech:gt.metaitem.01	2489	Vulcanite Dust
dustVyroxeres	gregtech:gt.metaitem.01	2951	Vyroxeres Dust
dustWatertightSteel	miscutils:itemDustWatertightSteel	0	Watertight Steel Dust
dustWetRareEarthOxides	bartworks:gt.bwMetaGenerateddust	11111	Wet Rare Earth Oxides Dust
dustWheat	gregtech:gt.metaitem.01	2881	Flour
dustWheat	harvestcraft:flourItem	0	Flour
dustWhiteDwarfMatter	gregtech:gt.metaitem.01	2585	White Dwarf Matter Dust
dustWhiteMetal	miscutils:itemDustWhiteMetal	0	White Metal Dust
dustWittichenite	bartworks:gt.bwMetaGenerateddust	15	Wittichenite Dust
dustWollastonite	gregtech:gt.metaitem.01	2915	Wollastonite Dust
dustWood	gregtech:gt.metaitem.01	2809	Wood Pulp
dustWood'sGlass	miscutils:itemDustWood'sGlass	0	Wood's Glass Dust
dustWoodSealed	gregtech:gt.metaitem.01	2889	Sealed Wood Pulp
dustWroughtIron	gregtech:gt.metaitem.01	2304	Wrought Iron Dust
dustWulfenite	gregtech:gt.metaitem.01	2882	Wulfenite Dust
dustXenotime	miscutils:itemDustXenotime	0	Xenotime Dust
dustYellowLimonite	gregtech:gt.metaitem.01	2931	Yellow Limonite Dust
dustYtterbium	gregtech:gt.metaitem.01	2077	Ytterbium Dust
dustYtterbiumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11458	Ytterbium Ore Concentrate Dust
dustYttriaite	miscutils:itemDustYttriaite	0	Yttriaite Dust
dustYttrialite	miscutils:itemDustYttrialite	0	Yttrialite Dust
dustYttrium	gregtech:gt.metaitem.01	2045	Yttrium Dust
dustYttriumBariumCuprate	gregtech:gt.metaitem.01	2358	Yttrium Barium Cuprate Dust
dustYttriumOxide	kekztech:kekztech_crafting_item	11	Yttria Dust
dustYttriumOxide	bartworks:gt.bwMetaGenerateddust	6	Yttrium Oxide Dust
dustYttrocerite	miscutils:itemDustYttrocerite	0	Yttrocerite Dust
dustZeolite	gregtech:gt.metaitem.01	2916	Zeolite Dust
dustZeron100	miscutils:itemDustZeron100	0	Zeron-100 Dust
dustZimbabweite	miscutils:itemDustZimbabweite	0	Zimbabweite Dust
dustZinc	gregtech:gt.metaitem.01	2036	Zinc Dust
dustZincChloride	bartworks:gt.bwMetaGenerateddust	10052	Zinc Chloride Dust
dustZincSulfate	bartworks:gt.bwMetaGenerateddust	84	Zinc Sulfate Dust
dustZincite	gregtech:gt.metaitem.01	2617	Zincite Dust
dustZircaloy-2	bartworks:gt.bwMetaGenerateddust	10083	Zircaloy-2 Dust
dustZircaloy-4	bartworks:gt.bwMetaGenerateddust	10082	Zircaloy-4 Dust
dustZircon	miscutils:itemDustZircon	0	Zircon Dust
dustZirconia	bartworks:gt.bwMetaGenerateddust	11008	Zirconia Dust
dustZirconium	bartworks:gt.bwMetaGenerateddust	3	Zirconium Dust
dustZirconium	bartworks:gt.bwMetaGenerateddust	11007	Zirconium Dust
dustZirconiumCarbide	miscutils:itemDustZirconiumCarbide	0	Zirconium Carbide Dust
dustZirconiumTetrachloride	bartworks:gt.bwMetaGenerateddust	11009	Zirconium Tetrachloride Dust
dustZirconiumTetrafluoride	miscutils:itemDustZirconiumTetrafluoride	0	Zirconium Tetrafluoride Dust
dustZirconolite	miscutils:itemDustZirconolite	0	Zirconolite Dust
dustZircophyllite	miscutils:itemDustZircophyllite	0	Zircophyllite Dust
dustZirkelite	miscutils:itemDustZirkelite	0	Zirkelite Dust
dustZn-ThAlloy	bartworks:gt.bwMetaGenerateddust	10053	Zn-Th Alloy Dust
dustZrCl4	miscutils:itemDustZrCl4	0	ZrCl4 Dust
dustcarbonactivateddirty	gregtech:gt.metaitem.01	2565	Dirty Activated Carbon Dust
dustpPhenylenediamine	gregtech:gt.metaitem.01	2779	para-Phenylenediamine Dust
dustprismaticnaquadah	gregtech:gt.metaitem.01	2163	Prismatic Naquadah Dust
dye	minecraft:dye	32767	Bone Meal
dye	IC2:itemDust	12	Lapis Lazuli Dust
dye	Natura:barleyFood	8	Blue Dye
dye	BiomesOPlenty:misc	5	Blue Dye
dye	BiomesOPlenty:misc	6	Brown Dye
dye	BiomesOPlenty:misc	7	Green Dye
dye	BiomesOPlenty:misc	8	White Dye
dye	BiomesOPlenty:misc	9	Black Dye
dye	GalacticraftAmunRa:item.baseItem	29	Mummy Dust
dye	Botania:dye	0	Floral White Powder
dye	Botania:dye	1	Floral Orange Powder
dye	Botania:dye	2	Floral Magenta Powder
dye	Botania:dye	3	Floral Light Blue Powder
dye	Botania:dye	4	Floral Yellow Powder
dye	Botania:dye	5	Floral Lime Powder
dye	Botania:dye	6	Floral Pink Powder
dye	Botania:dye	7	Floral Gray Powder
dye	Botania:dye	8	Floral Light Gray Powder
dye	Botania:dye	9	Floral Cyan Powder
dye	Botania:dye	10	Floral Purple Powder
dye	Botania:dye	11	Floral Blue Powder
dye	Botania:dye	12	Floral Brown Powder
dye	Botania:dye	13	Floral Green Powder
dye	Botania:dye	14	Floral Red Powder
dye	Botania:dye	15	Floral Black Powder
dye	ForbiddenMagic:FMResource	1	Shadow Ink
dye	harvestcraft:cocoapowderItem	0	Cocoa Powder
dye	gregtech:gt.metaitem.01	2524	Lazurite Dust
dye	gregtech:gt.metaitem.01	2525	Sodalite Dust
dye	gregtech:gt.metaitem.01	2526	Lapis Dust
dye	gregtech:gt.metaitem.01	2887	Cocoa Powder
dye	gregtech:gt.metaitem.01	2888	Coffee Powder
dye	gregtech:gt.metaitem.01	2930	Brown Limonite Dust
dye	gregtech:gt.metaitem.01	2931	Yellow Limonite Dust
dye	gregtech:gt.metaitem.01	8524	Lazurite
dye	gregtech:gt.metaitem.01	8525	Sodalite
dye	gregtech:gt.metaitem.02	32410	Indigo Dye
dye	gregtech:gt.metaitem.02	32414	Black Dye
dye	gregtech:gt.metaitem.02	32415	Red Dye
dye	gregtech:gt.metaitem.02	32416	Green Dye
dye	gregtech:gt.metaitem.02	32417	Brown Dye
dye	gregtech:gt.metaitem.02	32418	Blue Dye
dye	gregtech:gt.metaitem.02	32419	Purple Dye
dye	gregtech:gt.metaitem.02	32420	Cyan Dye
dye	gregtech:gt.metaitem.02	32421	Light Gray Dye
dye	gregtech:gt.metaitem.02	32422	Gray Dye
dye	gregtech:gt.metaitem.02	32423	Pink Dye
dye	gregtech:gt.metaitem.02	32424	Lime Dye
dye	gregtech:gt.metaitem.02	32425	Yellow Dye
dye	gregtech:gt.metaitem.02	32426	Light Blue Dye
dye	gregtech:gt.metaitem.02	32427	Magenta Dye
dye	gregtech:gt.metaitem.02	32428	Orange Dye
dye	gregtech:gt.metaitem.02	32429	White Dye
dye	IC2:itemCofeePowder	0	Coffee Powder
dye	ThaumicHorizons:inkEgg	0	Tenebrous Egg
dye	ExtraBees:misc	19	Red Dye
dye	ExtraBees:misc	20	Yellow Dye
dye	ExtraBees:misc	21	Blue Dye
dye	ExtraBees:misc	22	Green Dye
dye	ExtraBees:misc	24	Black Dye
dye	ExtraBees:misc	23	White Dye
dye	ExtraBees:misc	25	Brown Dye
dye	ProjRed|Exploration:projectred.exploration.lilyseed	0	White Deviating Lily seed
dye	ProjRed|Exploration:projectred.exploration.lilyseed	1	Orange Deviating Lily seed
dye	ProjRed|Exploration:projectred.exploration.lilyseed	2	Magenta Deviating Lily seed
