ore_name	slug	display_name	reg_name	name
foodMayo	6895d0	Mayo	harvestcraft:mayoItem	item.mayoItem
foodMcpam	7283d0	McPam	harvestcraft:mcpamItem	item.mcpamItem
foodMeatfeastpizza	7336d0	Meat Feast Pizza	harvestcraft:meatfeastpizzaItem	item.meatfeastpizzaItem
foodMeatpie	7277d0	Meat Pie	harvestcraft:meatpieItem	item.meatpieItem
foodMeatystew	7144d0	Meaty Stew	harvestcraft:meatystewItem	item.meatystewItem
foodMelonjuice	6868d0	Melon Juice	harvestcraft:melonjuiceItem	item.melonjuiceItem
foodMelonsmoothie	6869d0	Melon Smoothie	harvestcraft:melonsmoothieItem	item.melonsmoothieItem
foodMelonyogurt	7122d0	Melon Yogurt	harvestcraft:melonyogurtItem	item.melonyogurtItem
foodMincepie	7337d0	Mince Pie	harvestcraft:mincepieItem	item.mincepieItem
foodMintchocolatechipicecream	7197d0	Mint Chocolate Chip Ice Cream	harvestcraft:mintchocolatechipicemcreamItem	item.mintchocolatechipicemcreamItem
foodMixedsalad	7145d0	Mixed Salad	harvestcraft:mixedsaladItem	item.mixedsaladItem
foodMochaicecream	7001d0	Mocha Ice Cream	harvestcraft:mochaicecreamItem	item.mochaicecreamItem
foodMochi	7387d0	Mochi	harvestcraft:mochiItem	item.mochiItem
foodMudfishraw	7306d0	Raw Mudfish	harvestcraft:mudfishrawItem	item.mudfishrawItem
foodMuseli	7388d0	Museli	harvestcraft:museliItem	item.museliItem
foodMushroompowder	4837d1	Shroom Powder	BiomesOPlenty:food	item.food.shroompowder
foodMushroomrisotto	6959d0	Mushroom Risotto	harvestcraft:mushroomrisottoItem	item.mushroomrisottoItem
foodMushroomsalad	4837d6	Shroom Salad	BiomesOPlenty:food	item.food.saladshroom
foodMustard	7023d0	Mustard	harvestcraft:mustardItem	item.mustardItem
foodMuttoncooked	6680d0	Cooked Mutton	harvestcraft:muttoncookedItem	item.muttoncookedItem
foodMuttonraw	6679d0	Raw Mutton	harvestcraft:muttonrawItem	item.muttonrawItem
foodNaan	7389d0	Naan	harvestcraft:naanItem	item.naanItem
foodNachoes	6934d0	Nachoes	harvestcraft:nachoesItem	item.nachoesItem
foodNeapolitanicecream	7366d0	Neapolitan Ice Cream	harvestcraft:neapolitanicecreamItem	item.neapolitanicecreamItem
foodNutella	7288d0	Nutella	harvestcraft:nutellaItem	item.nutellaItem
foodOctopuscooked	7323d0	Cooked Octopus	harvestcraft:octopuscookedItem	item.octopuscookedItem
foodOctopusraw	7307d0	Raw Octopus	harvestcraft:octopusrawItem	item.octopusrawItem
foodOkrachips	7390d0	Okra Chips	harvestcraft:okrachipsItem	item.okrachipsItem
foodOkracreole	7391d0	Okra Creole	harvestcraft:okracreoleItem	item.okracreoleItem
foodOldworldveggiesoup	7201d0	Old World Veggie Soup	harvestcraft:oldworldveggiesoupItem	item.oldworldveggiesoupItem
foodOliveoil	7139d0	Cooking Oil	harvestcraft:oliveoilItem	item.oliveoilItem
foodOmelet	6971d0	Omelet	harvestcraft:omeletItem	item.omeletItem
foodOnionhamburger	7338d0	Onion Hamburger	harvestcraft:onionhamburgerItem	item.onionhamburgerItem
foodOnionsoup	6925d0	Onion Soup	harvestcraft:onionsoupItem	item.onionsoupItem
foodOrangechicken	7067d0	Orange Chicken	harvestcraft:orangechickenItem	item.orangechickenItem
foodOrangejelly	7171d0	Orange Jelly	harvestcraft:orangejellyItem	item.orangejellyItem
foodOrangejellysandwich	7172d0	Orange Jelly Sandwich	harvestcraft:orangejellysandwichItem	item.orangejellysandwichItem
foodOrangejuice	7066d0	Orange Juice	harvestcraft:orangejuiceItem	item.orangejuiceItem
foodOrangesmoothie	7068d0	Orange Smoothie	harvestcraft:orangesmoothieItem	item.orangesmoothieItem
foodOrangesoda	7193d0	Orange Soda	harvestcraft:orangesodaItem	item.orangesodaItem
foodOrangeyogurt	7069d0	Orange Yogurt	harvestcraft:orangeyogurtItem	item.orangeyogurtItem
foodOvenroastedcauliflower	7210d0	Oven Roasted Cauliflower	harvestcraft:ovenroastedcauliflowerItem	item.ovenroastedcauliflowerItem
foodPancakes	6987d0	Pancakes	harvestcraft:pancakesItem	item.pancakesItem
foodPaneer	7424d0	Paneer	harvestcraft:paneerItem	item.paneerItem
foodPaneertikkamasala	7429d0	Paneer Tikka Masala	harvestcraft:paneertikkamasalaItem	item.paneertikkamasalaItem
foodPapayajelly	7173d0	Papaya Jelly	harvestcraft:papayajellyItem	item.papayajellyItem
foodPapayajellysandwich	7174d0	Papaya Jelly Sandwich	harvestcraft:papayajellysandwichItem	item.papayajellysandwichItem
foodPapayajuice	7045d0	Papaya Juice	harvestcraft:papayajuiceItem	item.papayajuiceItem
foodPapayasmoothie	7046d0	Papaya Smoothie	harvestcraft:papayasmoothieItem	item.papayasmoothieItem
foodPapayayogurt	7047d0	Papaya Yogurt	harvestcraft:papayayogurtItem	item.papayayogurtItem
foodPasta	6855d0	Pasta	harvestcraft:pastaItem	item.pastaItem
foodPavlova	7281d0	Pavlova	harvestcraft:pavlovaItem	item.pavlovaItem
foodPbandj	6945d0	PB&J	harvestcraft:pbandjItem	item.pbandjItem
foodPeaandhamsoup	7430d0	Pea and Ham Soup	harvestcraft:peaandhamsoupItem	item.peaandhamsoupItem
foodPeachcobbler	7071d0	Peach Cobbler	harvestcraft:peachcobblerItem	item.peachcobblerItem
foodPeachesandcreamoatmeal	7254d0	Peaches and Cream Oatmeal	harvestcraft:peachesandcreamoatmealItem	item.peachesandcreamoatmealItem
foodPeachjelly	7175d0	Peach Jelly	harvestcraft:peachjellyItem	item.peachjellyItem
foodPeachjellysandwich	7176d0	Peach Jelly Sandwich	harvestcraft:peachjellysandwichItem	item.peachjellysandwichItem
foodPeachjuice	7070d0	Peach Juice	harvestcraft:peachjuiceItem	item.peachjuiceItem
foodPeachsmoothie	7072d0	Peach Smoothie	harvestcraft:peachsmoothieItem	item.peachsmoothieItem
foodPeachyogurt	7073d0	Peach Yogurt	harvestcraft:peachyogurtItem	item.peachyogurtItem
foodPeanutbutter	6943d0	Peanut Butter	harvestcraft:peanutbutterItem	item.peanutbutterItem
foodPeanutbuttercookies	6946d0	Peanut Butter Cookies	harvestcraft:peanutbuttercookiesItem	item.peanutbuttercookiesItem
foodPearjelly	7411d0	Pear Jelly	harvestcraft:pearjellyItem	item.pearjellyItem
foodPearjellysandwich	7412d0	Pear Jelly Sandwich	harvestcraft:pearjellysandwichItem	item.pearjellysandwichItem
foodPearjuice	7209d0	Pear Juice	harvestcraft:pearjuiceItem	item.pearjuiceItem
foodPearsmoothie	7410d0	Pear Smoothie	harvestcraft:pearsmoothieItem	item.pearsmoothieItem
foodPearyogurt	7056d0	Pear Yogurt	harvestcraft:pearyogurtItem	item.pearyogurtItem
foodPeasandcelery	7034d0	Peas and Celery	harvestcraft:peasandceleryItem	item.peasandceleryItem
foodPecanpie	7240d0	Pecan Pie	harvestcraft:pecanpieItem	item.pecanpieItem
foodPeppermint	7134d0	Peppermint	harvestcraft:peppermintItem	item.peppermintItem
foodPepperoni	7339d0	Pepperoni	harvestcraft:pepperoniItem	item.pepperoniItem
foodPerchraw	7308d0	Raw Perch	harvestcraft:perchrawItem	item.perchrawItem
foodPersimmonjelly	7245d0	Persimmon Jelly	harvestcraft:persimmonjellyItem	item.persimmonjellyItem
foodPersimmonjellysanwich	7246d0	Persimmon Jelly Sandwich	harvestcraft:persimmonjellysandwichItem	item.persimmonjellysandwichItem
foodPersimmonjuice	7242d0	Persimmon Juice	harvestcraft:persimmonjuiceItem	item.persimmonjuiceItem
foodPersimmonsmoothie	7244d0	Persimmon Smoothie	harvestcraft:persimmonsmoothieItem	item.persimmonsmoothieItem
foodPersimmonyogurt	7243d0	Persimmon Yogurt	harvestcraft:persimmonyogurtItem	item.persimmonyogurtItem
foodPickledbeets	7002d0	Pickled Beets	harvestcraft:pickledbeetsItem	item.pickledbeetsItem
foodPickledonions	7340d0	Pickled Onions	harvestcraft:pickledonionsItem	item.pickledonionsItem
foodPickles	6952d0	Pickles	harvestcraft:picklesItem	item.picklesItem
foodPinacolada	7146d0	Pinacolada	harvestcraft:pinacoladaItem	item.pinacoladaItem
foodPineappleham	7015d0	Pineapple Ham	harvestcraft:pineapplehamItem	item.pineapplehamItem
foodPineappleupsidedowncake	7014d0	Pineapple Upsidedown Cake	harvestcraft:pineappleupsidedowncakeItem	item.pineappleupsidedowncakeItem
foodPineappleyogurt	7016d0	Pineapple Yogurt	harvestcraft:pineappleyogurtItem	item.pineappleyogurtItem
foodPistachiobakedsalmon	7247d0	Pistachio Baked Salmon	harvestcraft:pistachiobakedsalmonItem	item.pistachiobakedsalmonItem
foodPistachiobutter	7392d0	Pistachio Butter	harvestcraft:pistachiobutterItem	item.pistachiobutterItem
foodPistachioicecream	7365d0	Pistachio Ice Cream	harvestcraft:pistachioicecreamItem	item.pistachioicecreamItem
foodPizza	6916d0	Pizza	harvestcraft:pizzaItem	item.pizzaItem
foodPlainyogurt	7126d0	Plain Yogurt	harvestcraft:plainyogurtItem	item.plainyogurtItem
foodPloughmanslunch	7393d0	Ploughman's Lunch	harvestcraft:ploughmanslunchItem	item.ploughmanslunchItem
foodPlumjelly	7414d0	Plum Jelly	harvestcraft:plumjellyItem	item.plumjellyItem
foodPlumjellysandwich	7415d0	Plum Jelly Sandwich	harvestcraft:plumjellysandwichItem	item.plumjellysandwichItem
foodPlumjuice	7208d0	Plum Juice	harvestcraft:plumjuiceItem	item.plumjuiceItem
foodPlumsmoothie	7413d0	Plum Smoothie	harvestcraft:plumsmoothieItem	item.plumsmoothieItem
foodPlumyogurt	7057d0	Plum Yogurt	harvestcraft:plumyogurtItem	item.plumyogurtItem
foodPoachedpear	7054d0	Poached Pear	harvestcraft:poachedpearItem	item.poachedpearItem
foodPomegranatejelly	7177d0	Pomegranate Jelly	harvestcraft:pomegranatejellyItem	item.pomegranatejellyItem
foodPomegranatejellysandwich	7178d0	Pomegranate Jelly Sandwich	harvestcraft:pomegranatejellysandwichItem	item.pomegranatejellysandwichItem
foodPomegranatejuice	7081d0	Pomegranate Juice	harvestcraft:pomegranatejuiceItem	item.pomegranatejuiceItem
foodPomegranatesmoothie	7082d0	Pomegranate Smoothie	harvestcraft:pomegranatesmoothieItem	item.pomegranatesmoothieItem
foodPomegranateyogurt	7083d0	Pomegranate Yogurt	harvestcraft:pomegranateyogurtItem	item.pomegranateyogurtItem
foodPorklettucewrap	6918d0	Pork Lettuce Wrap	harvestcraft:porklettucewrapItem	item.porklettucewrapItem
foodPorklomein	7394d0	Pork Lo Mein	harvestcraft:porklomeinItem	item.porklomeinItem
foodPorksausage	7341d0	Pork Sausage	harvestcraft:porksausageItem	item.porksausageItem
foodPotatoandcheesepirogi	7258d0	Potato and Cheese Pirogi	harvestcraft:potatoandcheesepirogiItem	item.potatoandcheesepirogiItem
foodPotatoandleeksoup	7431d0	Potato and Leek Soup	harvestcraft:potatoandleeksoupItem	item.potatoandleeksoupItem
foodPotatocakes	6926d0	Potato Cakes	harvestcraft:potatocakesItem	item.potatocakesItem
foodPotatosalad	6877d0	Potato Salad	harvestcraft:potatosaladItem	item.potatosaladItem
foodPotatosoup	6878d0	Potato Soup	harvestcraft:potatosoupItem	item.potatosoupItem
foodPotroast	6891d0	Pot Roast	harvestcraft:potroastItem	item.potroastItem
foodPowdereddonut	7090d0	Powdered Donut	harvestcraft:powdereddonutItem	item.powdereddonutItem
foodPralines	7241d0	Pralines	harvestcraft:pralinesItem	item.pralinesItem
foodPumpkinbread	6865d0	Pumpkin Bread	harvestcraft:pumpkinbreadItem	item.pumpkinbreadItem
foodPumpkinoatscones	7206d0	Pumpkin Oat Scones	harvestcraft:pumpkinoatsconesItem	item.pumpkinoatsconesItem
foodPumpkinsoup	6867d0	Pumpkin Soup	harvestcraft:pumpkinsoupItem	item.pumpkinsoupItem
foodPumpkinyogurt	7116d0	Pumpkin Yogurt	harvestcraft:pumpkinyogurtItem	item.pumpkinyogurtItem
foodRabbitcooked	7350d0	Cooked Rabbit	harvestcraft:rabbitcookedItem	item.rabbitcookedItem
foodRabbitcooked	7816d0	Cooked Rabbit	etfuturum:rabbit_cooked	item.etfuturum.cooked_rabbit
foodRabbitraw	7349d0	Raw Rabbit	harvestcraft:rabbitrawItem	item.rabbitrawItem
foodRabbitraw	7815d0	Raw Rabbit	etfuturum:rabbit_raw	item.etfuturum.rabbit
foodRainbowcurry	6961d0	Rainbow Curry	harvestcraft:rainbowcurryItem	item.rainbowcurryItem
foodRaisincookies	6951d0	Raisin Cookies	harvestcraft:raisincookiesItem	item.raisincookiesItem
foodRaisins	6847d0	Raisins	harvestcraft:raisinsItem	item.raisinsItem
foodRaspberryicedtea	6997d0	Raspberry Iced Tea	harvestcraft:raspberryicedteaItem	item.raspberryicedteaItem
foodRaspberryjelly	7179d0	Raspberry Jelly	harvestcraft:raspberryjellyItem	item.raspberryjellyItem
foodRaspberryjellysandwich	7180d0	Raspberry Jelly Sandwich	harvestcraft:raspberryjellysandwichItem	item.raspberryjellysandwichItem
foodRaspberryjuice	7117d0	Raspberry Juice	harvestcraft:raspberryjuiceItem	item.raspberryjuiceItem
foodRaspberrypie	7118d0	Raspberry Pie	harvestcraft:raspberrypieItem	item.raspberrypieItem
foodRaspberrysmoothie	7119d0	Raspberry Smoothie	harvestcraft:raspberrysmoothieItem	item.raspberrysmoothieItem
foodRaspberrytrifle	7342d0	Raspberry Trifle	harvestcraft:raspberrytrifleItem	item.raspberrytrifleItem
foodRaspberryyogurt	7120d0	Raspberry Yogurt	harvestcraft:raspberryyogurtItem	item.raspberryyogurtItem
foodRedvelvetcake	7103d0	Red Velvet Cake	harvestcraft:redvelvetcakeItem	item.redvelvetcakeItem
foodRefriedbeans	6962d0	Refried Beans	harvestcraft:refriedbeansItem	item.refriedbeansItem
foodRicecake	6848d0	Rice Cake	harvestcraft:ricecakeItem	item.ricecakeItem
foodRicesoup	6957d0	Rice Soup	harvestcraft:ricesoupItem	item.ricesoupItem
foodRoastchicken	7358d0	Roast Chicken	harvestcraft:roastchickenItem	item.roastchickenItem
foodRoastedchestnut	7218d0	Roasted Chestnut	harvestcraft:roastedchestnutItem	item.roastedchestnutItem
foodRoastedpumpkinseeds	6866d0	Roasted Pumpkin Seeds	harvestcraft:roastedpumpkinseedsItem	item.roastedpumpkinseedsItem
foodRoastedrootveggiemedley	7018d0	Roasted Root Veggie Medley	harvestcraft:roastedrootveggiemedleyItem	item.roastedrootveggiemedleyItem
foodRoastpotatoes	7359d0	Roast Potatoes	harvestcraft:roastpotatoesItem	item.roastpotatoesItem
foodRootbeersoda	7194d0	Root Beer	harvestcraft:rootbeersodaItem	item.rootbeersodaItem
foodSaladdressing	7147d0	Salad Dressing	harvestcraft:saladdressingItem	item.saladdressingItem
foodSalmonpatties	7395d0	Salmon Patties	harvestcraft:salmonpattiesItem	item.salmonpattiesItem
foodSalmonraw	349d1	Raw Salmon	minecraft:fish	item.fish.salmon.raw
foodSalt	5535d0	Edible Salt	dreamcraft:item.EdibleSalt	item.EdibleSalt
foodSalt	6667d0	Salt	harvestcraft:saltItem	item.saltItem
foodSalt	7437d2817	Salt	gregtech:gt.metaitem.01	gt.metaitem.01.2817
foodSaltedsunflowerseeds	7128d0	Salted Sunflower Seeds	harvestcraft:saltedsunflowerseedsItem	item.saltedsunflowerseedsItem
foodSausage	7396d0	Sausage	harvestcraft:sausageItem	item.sausageItem
foodSausageinbread	7260d0	Sausage in Bread	harvestcraft:sausageinbreadItem	item.sausageinbreadItem
foodSausageroll	7397d0	Sausage Roll	harvestcraft:sausagerollItem	item.sausagerollItem
foodScallionbakedpotato	7213d0	Scallion Baked Potato	harvestcraft:scallionbakedpotatoItem	item.scallionbakedpotatoItem
foodScallopcooked	7324d0	Cooked Scallop	harvestcraft:scallopcookedItem	item.scallopcookedItem
foodScallopraw	7309d0	Raw Scallop	harvestcraft:scalloprawItem	item.scalloprawItem
foodScrambledegg	6897d0	Scrambled Egg	harvestcraft:scrambledeggItem	item.scrambledeggItem
foodSeedsoup	7095d0	Seed Soup	harvestcraft:seedsoupItem	item.seedsoupItem
foodSesameball	7398d0	Sesame Ball	harvestcraft:sesameballItem	item.sesameballItem
foodSesamesnaps	7399d0	Sesame Snaps	harvestcraft:sesamesnapsItem	item.sesamesnapsItem
foodShepherdspie	7148d0	Shepherd's Pie	harvestcraft:shepardspieItem	item.shepardspieItem
foodShrimpcooked	7325d0	Cooked Shrimp	harvestcraft:shrimpcookedItem	item.shrimpcookedItem
foodShrimpokrahushpuppies	7400d0	Shrimp Pork Okra Hushpuppies	harvestcraft:shrimpokrahushpuppiesItem	item.shrimpokrahushpuppiesItem
foodShrimpraw	7310d0	Raw Shrimp	harvestcraft:shrimprawItem	item.shrimprawItem
foodSilkentofu	7216d0	Silken Tofu	harvestcraft:silkentofuItem	item.silkentofuItem
foodSnailcooked	7326d0	Cooked Snail	harvestcraft:snailcookedItem	item.snailcookedItem
foodSnailraw	7311d0	Raw Snail	harvestcraft:snailrawItem	item.snailrawItem
foodSnapperraw	7312d0	Raw Snapper	harvestcraft:snapperrawItem	item.snapperrawItem
foodSnickersbar	7289d0	Snickers Bar	harvestcraft:snickersbarItem	item.snickersbarItem
foodSoftpretzel	7096d0	Soft Pretzel	harvestcraft:softpretzelItem	item.softpretzelItem
foodSoftpretzelandmustard	7024d0	Soft Pretzel and Mustard	harvestcraft:softpretzelandmustardItem	item.softpretzelandmustardItem
foodSoymilk	7214d0	Soy Milk	harvestcraft:soymilkItem	item.soymilkItem
foodSoysauce	7401d0	Soy Sauce	harvestcraft:soysauceItem	item.soysauceItem
foodSpagetti	6911d0	Spaghetti	harvestcraft:spagettiItem	item.spagettiItem
foodSpagettiandmeatballs	6912d0	Spaghetti and Meatballs	harvestcraft:spagettiandmeatballsItem	item.spagettiandmeatballsItem
foodSpicebun	7202d0	Spice Bun	harvestcraft:spicebunItem	item.spicebunItem
foodSpicygreens	7026d0	Spicy Greens	harvestcraft:spicygreensItem	item.spicygreensItem
foodSpicymustardpork	7025d0	Spicy Mustard Pork	harvestcraft:spicymustardporkItem	item.spicymustardporkItem
foodSpidereyesoup	6902d0	Spider Eye Soup	harvestcraft:spidereyesoupItem	item.spidereyesoupItem
foodSpinachpie	7290d0	Spinach Pie	harvestcraft:spinachpieItem	item.spinachpieItem
foodSplitpeasoup	7013d0	Split Pea Soup	harvestcraft:splitpeasoupItem	item.splitpeasoupItem
foodSpringsalad	6917d0	Spring Salad	harvestcraft:springsaladItem	item.springsaladItem
foodSpumoniicecream	7367d0	Spumoni Ice Cream	harvestcraft:spumoniicecreamItem	item.spumoniicecreamItem
foodStarfruitjelly	7181d0	Starfruit Jelly	harvestcraft:starfruitjellyItem	item.starfruitjellyItem
foodStarfruitjellysandwich	7182d0	Starfruit Jelly Sandwich	harvestcraft:starfruitjellysandwichItem	item.starfruitjellysandwichItem
foodStarfruitjuice	7048d0	Starfruit Juice	harvestcraft:starfruitjuiceItem	item.starfruitjuiceItem
foodStarfruitsmoothie	7049d0	Starfruit Smoothie	harvestcraft:starfruitsmoothieItem	item.starfruitsmoothieItem
foodStarfruityogurt	7050d0	Starfruit Yogurt	harvestcraft:starfruityogurtItem	item.starfruityogurtItem
foodSteakandchips	7363d0	Steak and Chips	harvestcraft:steakandchipsItem	item.steakandchipsItem
foodSteamedpeas	7012d0	Steamed Peas	harvestcraft:steamedpeasItem	item.steamedpeasItem
foodSteamedspinach	7291d0	Steamed Spinach	harvestcraft:steamedspinachItem	item.steamedspinachItem
foodStock	6909d0	Stock	harvestcraft:stockItem	item.stockItem
foodStrawberryicecream	7198d0	Strawberry Ice Cream	harvestcraft:strawberryicecreamItem	item.strawberryicecreamItem
foodStrawberryjelly	7183d0	Strawberry Jelly	harvestcraft:strawberryjellyItem	item.strawberryjellyItem
foodStrawberryjellysandwich	7184d0	Strawberry Jelly Sandwich	harvestcraft:strawberryjellysandwichItem	item.strawberryjellysandwichItem
foodStrawberryjuice	6941d0	Strawberry Juice	harvestcraft:strawberryjuiceItem	item.strawberryjuiceItem
foodStrawberrymilkshake	7353d0	Strawberry Milkshake	harvestcraft:strawberrymilkshakeItem	item.strawberrymilkshakeItem
foodStrawberrypie	6939d0	Strawberry Pie	harvestcraft:strawberrypieItem	item.strawberrypieItem
foodStrawberrysalad	6940d0	Strawberry Salad	harvestcraft:strawberrysaladItem	item.strawberrysaladItem
foodStrawberrysmoothie	6938d0	Strawberry Smoothie	harvestcraft:strawberrysmoothieItem	item.strawberrysmoothieItem
foodStrawberrysoda	7195d0	Strawberry Soda	harvestcraft:strawberrysodaItem	item.strawberrysodaItem
foodStrawberryyogurt	7108d0	Strawberry Yogurt	harvestcraft:strawberryyogurtItem	item.strawberryyogurtItem
foodStuffedeggplant	6995d0	Stuffed Eggplant	harvestcraft:stuffedeggplantItem	item.stuffedeggplantItem
foodStuffedmushroom	6881d0	Stuffed Mushroom	harvestcraft:stuffedmushroomItem	item.stuffedmushroomItem
foodStuffedpepper	6967d0	Stuffed Pepper	harvestcraft:stuffedpepperItem	item.stuffedpepperItem
foodSummerradishsalad	7030d0	Summer Radish Salad	harvestcraft:summerradishsaladItem	item.summerradishsaladItem
foodSummersquashwithradish	7031d0	Summer Squash with Radish	harvestcraft:summersquashwithradishItem	item.summersquashwithradishItem
foodSundayroast	7360d0	Sunday Roast	harvestcraft:sundayroastItem	item.sundayroastItem
foodSunflowerbroccolisalad	7130d0	Sunflower Broccoli Salad	harvestcraft:sunflowerbroccolisaladItem	item.sunflowerbroccolisaladItem
foodSunflowerwheatrolls	7129d0	Sunflower Wheat Rolls	harvestcraft:sunflowerwheatrollsItem	item.sunflowerwheatrollsItem
foodSupremepizza	6970d0	Supreme Pizza	harvestcraft:supremepizzaItem	item.supremepizzaItem
foodSushi	7151d0	Sushi	harvestcraft:sushiItem	item.sushiItem
foodSweetpickle	7402d0	Sweet Pickle	harvestcraft:sweetpickleItem	item.sweetpickleItem
foodSweetpotatopie	7009d0	Sweet Potato Pie	harvestcraft:sweetpotatopieItem	item.sweetpotatopieItem
foodSweetpotatosouffle	7219d0	Sweet Potato Souffle	harvestcraft:sweetpotatosouffleItem	item.sweetpotatosouffleItem
foodTaco	6935d0	Taco	harvestcraft:tacoItem	item.tacoItem
foodTaffy	6901d0	Taffy	harvestcraft:taffyItem	item.taffyItem
foodTea	6843d0	Cup of Tea	harvestcraft:teaItem	item.teaItem
foodTilapiaraw	7313d0	Raw Tilapia	harvestcraft:tilapiarawItem	item.tilapiarawItem
foodTimtam	7276d0	Tim Tam	harvestcraft:timtamItem	item.timtamItem
foodToadinthehole	7433d0	Toad in the Hole	harvestcraft:toadintheholeItem	item.toadintheholeItem
foodToast	6854d0	Toast	harvestcraft:toastItem	item.toastItem
foodToastedcoconut	6849d0	Toasted Coconut	harvestcraft:toastedcoconutItem	item.toastedcoconutItem
foodToastsandwich	7257d0	Toast Sandwich	harvestcraft:toastsandwichItem	item.toastsandwichItem
foodTomatosoup	6913d0	Tomato Soup	harvestcraft:tomatosoupItem	item.tomatosoupItem
foodTortilla	6933d0	Tortilla	harvestcraft:tortillaItem	item.tortillaItem
foodTrailmix	6944d0	Trail Mix	harvestcraft:trailmixItem	item.trailmixItem
foodTroutraw	7314d0	Raw Trout	harvestcraft:troutrawItem	item.troutrawItem
foodTunapotato	7418d0	Tuna Potato	harvestcraft:tunapotatoItem	item.tunapotatoItem
foodTunaraw	7315d0	Raw Tuna	harvestcraft:tunarawItem	item.tunarawItem
foodTurkeycooked	7348d0	Cooked Turkey	harvestcraft:turkeycookedItem	item.turkeycookedItem
foodTurkeyraw	7347d0	Raw Turkey	harvestcraft:turkeyrawItem	item.turkeyrawItem
foodTurnipsoup	7017d0	Turnip Soup	harvestcraft:turnipsoupItem	item.turnipsoupItem
foodTurtlecooked	7327d0	Cooked Turtle	harvestcraft:turtlecookedItem	item.turtlecookedItem
foodTurtleraw	7316d0	Raw Turtle	harvestcraft:turtlerawItem	item.turtlerawItem
foodVanilla	6850d0	Vanilla	harvestcraft:vanillaItem	item.vanillaItem
foodVanillaicecream	7199d0	Vanilla Ice Cream	harvestcraft:vanillaicecreamItem	item.vanillaicecreamItem
foodVanillayogurt	7084d0	Vanilla Yogurt	harvestcraft:vanillayogurtItem	item.vanillayogurtItem
foodVegemite	7271d0	Vegemite	harvestcraft:vegemiteItem	item.vegemiteItem
foodVegemiteontoast	7292d0	Vegemite on Toast	harvestcraft:vegemiteontoastItem	item.vegemiteontoastItem
foodVegetablesoup	6908d0	Vegetable Soup	harvestcraft:vegetablesoupItem	item.vegetablesoupItem
foodVegetarianlettucewrap	6955d0	Vegetarian Lettuce Wrap	harvestcraft:vegetarianlettucewrapItem	item.vegetarianlettucewrapItem
foodVeggiesalad	4837d5	Veggie Salad	BiomesOPlenty:food	item.food.saladveggie
foodVeggiestirfry	6968d0	Veggie Stirfry	harvestcraft:veggiestirfryItem	item.veggiestirfryItem
foodVeggiestrips	7403d0	Veggie Strips	harvestcraft:veggiestripsItem	item.veggiestripsItem
foodVenisoncooked	7352d0	Cooked Venison	harvestcraft:venisoncookedItem	item.venisoncookedItem
foodVenisonraw	7351d0	Raw Venison	harvestcraft:venisonrawItem	item.venisonrawItem
foodVindaloo	7404d0	Vindaloo	harvestcraft:vindalooItem	item.vindalooItem
foodVinegar	6948d0	Vinegar	harvestcraft:vinegarItem	item.vinegarItem
foodWaffles	7094d0	Waffles	harvestcraft:wafflesItem	item.wafflesItem
foodWalleyraw	7317d0	Raw Walleye	harvestcraft:walleyerawItem	item.walleyerawItem
foodWalnutraisinbread	7042d0	Walnut Raisin Bread	harvestcraft:walnutraisinbreadItem	item.walnutraisinbreadItem
foodWatermelonjelly	7185d0	Watermelon Jelly	harvestcraft:watermelonjellyItem	item.watermelonjellyItem
foodWatermelonjellysandwich	7186d0	Watermelon Jelly Sandwich	harvestcraft:watermelonjellysandwichItem	item.watermelonjellysandwichItem
foodYorkshirepudding	7432d0	Yorkshire Pudding	harvestcraft:yorkshirepuddingItem	item.yorkshirepuddingItem
foodZeppole	7259d0	Zeppole	harvestcraft:zeppoleItem	item.zeppoleItem
foodZestyzucchini	7038d0	Zesty Zucchini	harvestcraft:zestyzucchiniItem	item.zestyzucchiniItem
foodZombiejerky	6903d0	Zombie Jerky	harvestcraft:zombiejerkyItem	item.zombiejerkyItem
foodZucchinibake	7039d0	Zucchini Bake	harvestcraft:zucchinibakeItem	item.zucchinibakeItem
foodZucchinibread	7036d0	Zucchini Bread	harvestcraft:zucchinibreadItem	item.zucchinibreadItem
foodZucchinifries	7037d0	Zucchini Fries	harvestcraft:zucchinifriesItem	item.zucchinifriesItem
frameGtAbyssalAlloy	3467d0	Abyssal Alloy Frame Box	miscutils:blockFrameGtAbyssalAlloy	block.AbyssalAlloy.frame
frameGtAdamantium	2461d319	Adamantium Frame Box	gregtech:gt.blockframes	gt.blockframes.319
frameGtAlduorite	2461d485	Alduorite Frame Box	gregtech:gt.blockframes	gt.blockframes.485
frameGtAluminium	2461d19	Aluminium Frame Box	gregtech:gt.blockframes	gt.blockframes.19
frameGtAlumite	2461d400	Obzinite Frame Box	gregtech:gt.blockframes	gt.blockframes.400
frameGtAmericium	2461d103	Americium Frame Box	gregtech:gt.blockframes	gt.blockframes.103
frameGtAnnealedCopper	2461d345	Annealed Copper Frame Box	gregtech:gt.blockframes	gt.blockframes.345
frameGtAntimony	2461d58	Antimony Frame Box	gregtech:gt.blockframes	gt.blockframes.58
frameGtAnyBronze	2461d300	Bronze Frame Box	gregtech:gt.blockframes	gt.blockframes.300
frameGtAnyCopper	2461d345	Annealed Copper Frame Box	gregtech:gt.blockframes	gt.blockframes.345
